NOAA Solar Calculations - Change any of the highlighted cells to get solar position data for that location and time-of-day for a year.,,,Date,Time (hrs past local midnight),Julian Day,Julian Century,,Geom Mean Long Sun (deg),Geom Mean Anom Sun (deg),Eccent Earth Orbit,Sun Eq of Ctr,Sun True Long (deg),Sun True Anom (deg),Sun Rad Vector (AUs),Sun App Long (deg),Mean Obliq Ecliptic (deg),Obliq Corr (deg),Sun Rt Ascen (deg),Sun Declin (deg),var y,Eq of Time (minutes),HA Sunrise (deg),Solar Noon (LST),Sunrise Time (LST),Sunset Time (LST),Sunlight Duration (minutes),True Solar Time (min),Hour Angle (deg),Solar Zenith Angle (deg),Solar Elevation Angle (deg),Approx Atmospheric Refraction (deg),Solar Elevation corrected for atm refraction (deg),Solar Azimuth Angle (deg cw from N),
,,,1/22/10,12:00:00,2455218.88,0.10058522,,301.6116584,3978.501343,0.016704404,0.619665813,302.2313242,3979.121009,0.984188723,302.2301117,23.43798308,23.43887938,-55.50433084,-19.66251788,0.043032974,-11.54758253,90.88458302,15:11:33,9:08:01,21:15:05,727.0766641,528.4524175,-47.88689563,50.83953615,39.16046385,0.019780208,39.18024406,115.7187417,
,,,1/23/10,12:00:00,2455219.88,0.10061259,,302.5973058,3979.486944,0.016704403,0.651349115,303.2486549,3980.138293,0.984285269,303.2474439,23.43798273,23.43887681,-54.45328565,-19.4302888,0.043032965,-11.81086164,90.88331092,15:11:49,9:08:17,21:15:21,727.0664873,528.1891384,-47.95271541,50.83175429,39.16824571,0.019774742,39.18802045,115.4088845,
,,,1/24/10,12:00:00,2455220.88,0.10063997,,303.5829531,3980.472544,0.016704402,0.682827938,304.2657811,3981.155372,0.984386604,304.2645716,23.43798237,23.43887424,-53.40549072,-19.19207723,0.043032955,-12.06116016,90.88202488,15:12:04,9:08:32,21:15:35,727.056199,527.9388398,-48.01529004,50.82033399,39.17966601,0.019766724,39.19943273,115.092648,
,,,1/25/10,12:00:00,2455221.88,0.10066735,,304.5686005,3981.458144,0.016704401,0.714092484,305.282693,3982.172237,0.984492696,305.281485,23.43798201,23.43887166,-52.36098136,-18.94798622,0.043032945,-12.29832149,90.88072675,15:12:18,9:08:47,21:15:49,727.045814,527.7016785,-48.07458037,50.80531075,39.19468925,0.019756182,39.21444543,114.7701163,
,,,1/26/10,12:00:00,2455222.88,0.10069473,,305.5542478,3982.443745,0.0167044,0.745133031,306.2993809,3983.188878,0.984603511,306.2981745,23.43798166,23.43886909,-51.31978817,-18.69812036,0.043032936,-12.52220775,90.87941836,15:12:31,9:09:00,21:16:02,727.0353469,527.4777922,-48.13055194,50.78672376,39.21327624,0.019743148,39.23301939,114.4413729,
,,,1/27/10,12:00:00,2455223.88,0.10072211,,306.5398952,3983.429345,0.016704399,0.775939939,307.3158351,3984.205285,0.984719012,307.3146303,23.4379813,23.43886651,-50.28193711,-18.4425856,0.043032926,-12.7326998,90.87810156,15:12:44,9:09:13,21:16:15,727.0248125,527.2673002,-48.18317495,50.76461593,39.23538407,0.01972766,39.25511173,114.1065001,
,,,1/28/10,12:00:00,2455224.88,0.10074949,,307.5255426,3984.414945,0.016704398,0.806503656,308.3320462,3985.221449,0.984839163,308.3308429,23.43798095,23.43886394,-49.24744957,-18.18148916,0.043032916,-12.9296971,90.87677815,15:12:56,9:09:25,21:16:26,727.0142252,527.0703029,-48.23242428,50.73903385,39.26096615,0.019709755,39.28067591,113.7655795,
,,,1/29/10,12:00:00,2455225.88,0.10077687,,308.5111899,3985.400545,0.016704396,0.836814718,309.3480046,3986.23736,0.984963924,309.3468028,23.43798059,23.43886136,-48.21634241,-17.91493949,0.043032906,-13.11311766,90.87544993,15:13:07,9:09:37,21:16:37,727.0035994,526.8868823,-48.27827941,50.71002779,39.28997221,0.019689477,39.30966169,113.4186914,
,,,1/30/10,12:00:00,2455226.88,0.10080424,,309.4968373,3986.386146,0.016704395,0.866863752,310.363701,3987.253009,0.985093256,310.3625007,23.43798023,23.43885878,-47.18862802,-17.64304607,0.043032897,-13.28289781,90.87411869,15:13:17,9:09:47,21:16:47,726.9929495,526.7171022,-48.32072445,50.67765167,39.32234833,0.019666873,39.34201521,113.0659157,
,,,1/31/10,12:00:00,2455227.88,0.10083162,,310.4824846,3987.371746,0.016704394,0.896641481,311.3791261,3988.268387,0.985227115,311.3779273,23.43797988,23.4388562,-46.16431445,-17.3659194,0.043032887,-13.43899211,90.87278618,15:13:26,9:09:57,21:16:56,726.9822894,526.5610079,-48.35974803,50.64196303,39.35803697,0.019641992,39.37767897,112.7073312,
,,,2/1/10,12:00:00,2455228.88,0.10085900,,311.468132,3988.357346,0.016704393,0.926138729,312.3942707,3989.283485,0.985365459,312.3930735,23.43797952,23.43885362,-45.14340542,-17.08367085,0.043032877,-13.58137303,90.87145414,15:13:35,9:10:06,21:17:04,726.9716331,526.418627,-48.39534326,50.60302299,39.39697701,0.019614887,39.41659189,112.3430157,
,,,2/2/10,12:00:00,2455229.88,0.10088638,,312.4537794,3989.342947,0.016704392,0.955346419,313.4091258,3990.298293,0.985508243,313.40793,23.43797917,23.43885104,-44.12590044,-16.79641261,0.043032867,-13.71003079,90.87012427,15:13:43,9:10:14,21:17:11,726.9609942,526.2899692,-48.4275077,50.56089626,39.43910374,0.019585613,39.45868936,111.9730464,
,,,2/3/10,12:00:00,2455230.88,0.10091376,,313.4394267,3990.328547,0.016704391,0.984255581,314.4236823,3991.312802,0.985655422,314.4224881,23.43797881,23.43884846,-43.11179492,-16.50425755,0.043032858,-13.82497302,90.86879826,15:13:49,9:10:21,21:17:18,726.9503861,526.175027,-48.45624326,50.51565102,39.48434898,0.01955423,39.50390321,111.5974998,
,,,2/4/10,12:00:00,2455231.88,0.10094114,,314.4250741,3991.314147,0.016704389,1.012857351,315.4379314,3992.327004,0.985806947,315.4367387,23.43797845,23.43884588,-42.10108023,-16.2073192,0.043032848,-13.92622451,90.86747775,15:13:56,9:10:27,21:17:24,726.939822,526.0737755,-48.48155613,50.46735895,39.53264105,0.0195208,39.55216185,111.2164514,
,,,2/5/10,12:00:00,2455232.88,0.10096851,,315.4107215,3992.299747,0.016704388,1.041142979,316.4518644,3993.34089,0.98596277,316.4506732,23.4379781,23.4388433,-41.09374384,-15.9057116,0.043032838,-14.01382684,90.86616436,15:14:01,9:10:33,21:17:29,726.9293148,525.9861732,-48.50345671,50.41609515,39.58390485,0.019485386,39.60339024,110.8299763,
,,,2/6/10,12:00:00,2455233.88,0.10099589,,316.3963688,3993.285348,0.016704387,1.069103827,317.4654726,3994.354452,0.986122841,317.4642829,23.43797774,23.43884072,-40.08976939,-15.59954927,0.043032828,-14.08783803,90.86485967,15:14:05,9:10:38,21:17:33,726.9188773,525.912162,-48.52195951,50.36193805,39.63806195,0.019448056,39.65751,110.4381488,
,,,2/7/10,12:00:00,2455234.88,0.10102327,,317.3820162,3994.270948,0.016704386,1.096731375,318.4787476,3995.367679,0.986287108,318.4775593,23.43797739,23.43883813,-39.08913679,-15.28894713,0.043032819,-14.14833219,90.86356523,15:14:09,9:10:42,21:17:36,726.9085218,525.8516678,-48.53708305,50.30496944,39.69503056,0.019408879,39.71443944,110.041043,
,,,2/8/10,12:00:00,2455235.88,0.10105065,,318.3676635,3995.256548,0.016704385,1.124017221,319.4916808,3996.380565,0.986455518,319.490494,23.43797703,23.43883555,-38.09182237,-14.97402039,0.043032809,-14.19539908,90.86228256,15:14:12,9:10:45,21:17:39,726.8982605,525.8046009,-48.54884977,50.24527428,39.75472572,0.019367927,39.77409365,109.6387322,
,,,2/9/10,12:00:00,2455236.88,0.10107803,,319.3533109,3996.242149,0.016704384,1.150953086,320.504264,3997.393102,0.986628018,320.5030787,23.43797667,23.43883296,-37.09779896,-14.65488453,0.043032799,-14.22914373,90.86101312,15:14:14,9:10:47,21:17:40,726.8881049,525.7708563,-48.55728593,50.18294074,39.81705926,0.019325273,39.83638454,109.2312894,
,,,2/10/10,12:00:00,2455237.88,0.10110541,,320.3389583,3997.227749,0.016704383,1.177530818,321.5164891,3998.40528,0.986804553,321.5153052,23.43797632,23.43883038,-36.10703599,-14.3316552,0.043032789,-14.24968598,90.85975835,15:14:15,9:10:49,21:17:41,726.8780668,525.750314,-48.56242149,50.11806004,39.88193996,0.019280993,39.90122095,108.8187876,
,,,2/11/10,12:00:00,2455238.88,0.10113279,,321.3246056,3998.213349,0.016704381,1.20374239,322.528348,3999.417091,0.986985065,322.5271656,23.43797596,23.43882779,-35.11949964,-14.00444817,0.04303278,-14.25716003,90.85851966,15:14:15,9:10:49,21:17:41,726.8681572,525.74284,-48.56429001,50.05072643,39.94927357,0.019235165,39.96850873,108.4012993,
,,,2/12/10,12:00:00,2455239.88,0.10116016,,322.310253,3999.198949,0.01670438,1.229579908,323.5398329,4000.428529,0.987169496,323.538652,23.43797561,23.4388252,-34.13515293,-13.67337928,0.04303277,-14.251714,90.85729838,15:14:15,9:10:49,21:17:41,726.8583871,525.748286,-48.5629285,49.98103705,40.01896295,0.019187868,40.03815082,107.9788971,
,,,2/13/10,12:00:00,2455240.88,0.10118754,,323.2959004,4000.18455,0.016704379,1.255035608,324.550936,4001.439585,0.987357789,324.5497565,23.43797525,23.43882261,-33.15395582,-13.33856436,0.04303276,-14.23350942,90.85609585,15:14:14,9:10:49,21:17:39,726.8487668,525.7664906,-48.55837735,49.90909184,40.09090816,0.019139181,40.11004734,107.5516536,
,,,2/14/10,12:00:00,2455241.88,0.10121492,,324.2815477,4001.17015,0.016704378,1.280101863,325.5616496,4002.450252,0.987549883,325.5604716,23.43797489,23.43882002,-32.17586537,-13.0001192,0.04303275,-14.20272074,90.85491334,15:14:12,9:10:47,21:17:37,726.8393067,525.7972793,-48.55068019,49.83499347,40.16500653,0.019089188,40.18409572,107.1196414,
,,,2/15/10,12:00:00,2455242.88,0.10124230,,325.2671951,4002.15575,0.016704377,1.304771182,326.5719663,4003.460521,0.987745716,326.5707897,23.43797454,23.43881743,-31.20083579,-12.6581595,0.04303274,-14.15953487,90.85375207,15:14:10,9:10:45,21:17:34,726.8300166,525.8404651,-48.53988372,49.75884722,40.24115278,0.019037972,40.26019075,106.6829336,
,,,2/16/10,12:00:00,2455243.88,0.10126968,,326.2528424,4003.14135,0.016704376,1.329036217,327.5818787,4004.470387,0.987945227,327.5807036,23.43797418,23.43881484,-30.22881862,-12.31280081,0.043032731,-14.10415063,90.85261325,15:14:06,9:10:42,21:17:31,726.820906,525.8958494,-48.52603766,49.68076084,40.31923916,0.018985615,40.33822478,106.2416036,
,,,2/17/10,12:00:00,2455244.88,0.10129706,,327.2384898,4004.126951,0.016704374,1.352889757,328.5913796,4005.479841,0.988148351,328.5902059,23.43797383,23.43881225,-29.25976279,-11.96415851,0.043032721,-14.03677828,90.85149801,15:14:02,9:10:38,21:17:27,726.8119841,525.9632217,-48.50919457,49.60084446,40.39915554,0.018932204,40.41808775,105.7957253,
,,,2/18/10,12:00:00,2455245.88,0.10132444,,328.2241372,4005.112551,0.016704373,1.376324739,329.6004619,4006.488876,0.988355025,329.5992897,23.43797347,23.43880966,-28.29361476,-11.61234773,0.043032711,-13.95763898,90.85040747,15:13:57,9:10:33,21:17:22,726.8032598,526.042361,-48.48940975,49.51921045,40.48078955,0.018877824,40.49966737,105.3453732,
,,,2/19/10,12:00:00,2455246.88,0.10135181,,329.2097845,4006.098151,0.016704372,1.399334246,330.6091188,4007.497486,0.988565183,330.607948,23.43797311,23.43880707,-27.33031861,-11.25748336,0.043032701,-13.86696428,90.84934269,15:13:52,9:10:28,21:17:16,726.7947415,526.1330357,-48.46674107,49.43597333,40.56402667,0.018822561,40.58284923,104.8906226,
,,,2/20/10,12:00:00,2455247.88,0.10137919,,330.1954319,4007.083752,0.016704371,1.421911507,331.6173434,4008.505663,0.988778757,331.6161741,23.43797276,23.43880447,-26.36981617,-10.89967998,0.043032692,-13.76499562,90.8483047,15:13:46,9:10:22,21:17:09,726.7864376,526.2350044,-48.44124891,49.35124957,40.64875043,0.018766502,40.66751694,104.43155,
,,,2/21/10,12:00:00,2455248.88,0.10140657,,331.1810792,4008.069352,0.01670437,1.444049902,332.6251291,4009.513402,0.988995682,332.6239613,23.4379724,23.43880188,-25.41204712,-10.53905187,0.043032682,-13.6519838,90.84729448,15:13:39,9:10:16,21:17:02,726.7783558,526.3480162,-48.41299595,49.26515749,40.73484251,0.018709733,40.75355224,103.9682326,
,,,2/22/10,12:00:00,2455249.88,0.10143395,,332.1667266,4009.054952,0.016704369,1.465742963,333.6324696,4010.520695,0.989215887,333.6313031,23.43797205,23.43879929,-24.45694908,-10.17571292,0.043032672,-13.52818845,90.84631295,15:13:32,9:10:09,21:16:55,726.7705036,526.4718116,-48.38204711,49.17781714,40.82218286,0.018652341,40.8408352,103.5007489,
,,,2/23/10,12:00:00,2455250.88,0.10146133,,333.152374,4010.040552,0.016704368,1.486984378,334.6393583,4011.527537,0.989439304,334.6381933,23.43797169,23.43879669,-23.50445774,-9.809776665,0.043032662,-13.39387756,90.84536104,15:13:24,9:10:01,21:16:47,726.7628883,526.6061224,-48.34846939,49.08935011,40.91064989,0.018594414,40.9292443,103.0291791,
,,,2/24/10,12:00:00,2455251.88,0.10148871,,334.1380213,4011.026153,0.016704366,1.507767986,335.6457893,4012.533921,0.989665862,335.6446257,23.43797133,23.43879409,-22.55450692,-9.441356228,0.043032652,-13.24932697,90.84443958,15:13:15,9:09:52,21:16:38,726.7555166,526.750673,-48.31233174,48.99987939,41.00012061,0.018536036,41.01865665,102.5536046,
,,,2/25/10,12:00:00,2455252.88,0.10151608,,335.1236687,4012.011753,0.016704365,1.528087786,336.6517565,4013.539841,0.98989549,336.6505943,23.43797098,23.4387915,-21.60702874,-9.070564311,0.043032643,-13.09481984,90.84354939,15:13:06,9:09:43,21:16:28,726.7483951,526.9051802,-48.27370496,48.90952922,41.09047078,0.018477296,41.10894807,102.0741085,
,,,2/26/10,12:00:00,2455253.88,0.10154346,,336.1093161,4012.997353,0.016704364,1.547937936,337.657254,4014.545291,0.990128115,337.6560932,23.43797062,23.4387889,-20.66195365,-8.697513171,0.043032633,-12.9306462,90.84269126,15:12:56,9:09:34,21:16:18,726.74153,527.0693538,-48.23266155,48.81842494,41.18157506,0.018418279,41.19999334,101.5907759,
,,,2/27/10,12:00:00,2455254.88,0.10157084,,337.0949634,4013.982954,0.016704363,1.567312752,338.6622762,4015.550266,0.990363665,338.6611168,23.43797027,23.4387863,-19.71921053,-8.322314609,0.043032623,-12.75710245,90.8418659,15:12:45,9:09:23,21:16:07,726.7349272,527.2428975,-48.18927561,48.72669281,41.27330719,0.018359069,41.29166625,101.1036937,
,,,2/28/10,12:00:00,2455255.88,0.10159822,,338.0806108,4014.968554,0.016704362,1.586206712,339.6668175,4016.554761,0.990602066,339.6656595,23.43796991,23.4387837,-18.77872685,-7.945079955,0.043032613,-12.57449089,90.84107403,15:12:34,9:09:13,21:15:56,726.7285922,527.4255091,-48.14362272,48.63445986,41.36554014,0.018299752,41.38383989,100.6129511,
,,,3/1/10,12:00:00,2455256.88,0.10162560,,339.0662581,4015.954154,0.016704361,1.604614459,340.6708726,4017.558769,0.990843243,340.6697161,23.43796955,23.4387811,-17.84042868,-7.565920053,0.043032603,-12.38311927,90.84031628,15:12:23,9:09:01,21:15:45,726.7225303,527.6168807,-48.09577982,48.54185371,41.45814629,0.01824041,41.47638671,100.1186395,
,,,3/2/10,12:00:00,2455257.88,0.10165298,,340.0519055,4016.939754,0.01670436,1.622530797,341.6744363,4018.562285,0.99108712,341.6732812,23.4379692,23.4387785,-16.90424082,-7.184945255,0.043032593,-12.18330032,90.83959329,15:12:11,9:08:49,21:15:33,726.7167463,527.8166997,-48.04582508,48.44900239,41.55099761,0.018181128,41.56917874,99.62085287,
,,,3/3/10,12:00:00,2455258.88,0.10168036,,341.0375529,4017.925355,0.016704358,1.639950698,342.6775036,4019.565305,0.991333622,342.6763498,23.43796884,23.4387759,-15.9700869,-6.802265411,0.043032584,-11.97535134,90.83890562,15:11:59,9:08:37,21:15:20,726.711245,528.0246487,-47.99383783,48.35603422,41.64396578,0.018121985,41.66208777,99.11968753,
,,,3/4/10,12:00:00,2455259.88,0.10170773,,342.0232002,4018.910955,0.016704357,1.656869298,343.6800695,4020.567824,0.991582672,343.6789172,23.43796849,23.4387733,-15.03788941,-6.417989866,0.043032574,-11.75959376,90.83825382,15:11:46,9:08:24,21:15:07,726.7060305,528.2404062,-47.93989844,48.26307756,41.73692244,0.018063064,41.75498551,98.61524272,
,,,3/5/10,12:00:00,2455260.88,0.10173511,,343.0088476,4019.896555,0.016704356,1.673281901,344.6821295,4021.569837,0.991834192,344.6809785,23.43796813,23.4387707,-14.10756984,-6.03222745,0.043032564,-11.53635275,90.83763838,15:11:32,9:08:11,21:14:53,726.701107,528.4636473,-47.88408819,48.17026069,41.82973931,0.018004443,41.84774375,98.10762048,
,,,3/6/10,12:00:00,2455261.88,0.10176249,,343.994495,4020.882156,0.016704355,1.689183981,345.6836789,4022.57134,0.992088104,345.6825293,23.43796777,23.43876809,-13.17904874,-5.645086482,0.043032554,-11.30595677,90.83705977,15:11:18,9:07:57,21:14:39,726.6964782,528.6940432,-47.82648919,48.07771163,41.92228837,0.0179462,41.94023457,97.59692588,
,,,3/7/10,12:00:00,2455262.88,0.10178987,,344.9801423,4021.867756,0.016704354,1.70457118,346.6847135,4023.572327,0.99234433,346.6835653,23.43796742,23.43876549,-12.25224579,-5.256674762,0.043032544,-11.06873726,90.83651843,15:11:04,9:07:43,21:14:25,726.6921474,528.9312627,-47.76718431,47.98555792,42.01444208,0.017888413,42.03233049,97.08326709,
,,,3/8/10,12:00:00,2455263.88,0.10181725,,345.9657897,4022.853356,0.016704353,1.71943931,347.685229,4024.572795,0.992602789,347.6840821,23.43796706,23.43876289,-11.32707988,-4.867099578,0.043032534,-10.82502821,90.83601473,15:10:50,9:07:29,21:14:10,726.6881179,529.1749718,-47.70625705,47.8939265,42.1060735,0.017831155,42.12390466,96.56675556,
,,,3/9/10,12:00:00,2455264.88,0.10184463,,346.951437,4023.838956,0.016704351,1.733784354,348.6852214,4025.572741,0.992863403,348.6840759,23.43796671,23.43876028,-10.40346919,-4.476467703,0.043032525,-10.57516585,90.83554904,15:10:35,9:07:14,21:13:55,726.6843924,529.4248342,-47.64379146,47.80294348,42.19705652,0.017774501,42.21483103,96.0475061,
,,,3/10/10,12:00:00,2455265.88,0.10187201,,347.9370844,4024.824557,0.01670435,1.747602467,349.6846869,4026.572159,0.99312609,349.6835428,23.43796635,23.43875767,-9.48133126,-4.084885398,0.043032515,-10.31948827,90.83512169,15:10:19,9:06:59,21:13:40,726.6809735,529.6805117,-47.57987207,47.71273399,42.28726601,0.017718523,42.30498454,95.52563701,
